,Название,Ссылка на продукт,Цена,Фотография,Вес,Время работы,Время зарядки,Длина хода,Емкость батареи,Рабочее напряжение,Модель,Материал,Мощность,Мотор,Производство,Гарантия,Об / мин,source
684,Беспроводная тату машинка DragoArt Hammer Black,https://tatu-shop.ru/products/hammer-dragoart-black,9465,https://i.siteapi.org/3feZyOPE23ENxYka8xNy-3Qdv18=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/7mw52xicfn0ow8owoocwk0840c8soo,610г,4-6 часов,,от 0 до 4,,3-12V,DragoArt Hammer,авиационный алюминий,,Brushless Motor 12V-10000 об,DragoArt Tattoo,,,tatu-shop
685,"Беспроводная тату машинка Yilong Boxter Stroke 3,5mm Black",https://tatu-shop.ru/products/yilong-boxter-black,5450,https://i.siteapi.org/3dW3O-WErtWd1qhYMJfIMNKDyc4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/1rj7ddh9ml1c080sc8kooo4wsw04ww,170 г,до 5 часов,2 часа,,,4-12 V,,Авиационный алюминий с защитным покрытием,,12V-10000 об/мин,,,,tatu-shop
686,Беспроводная тату машинка MAST Mini Pro 3.6mm Stroke Blue,https://tatu-shop.ru/products/mast-machine-mini-pro-blue,9590,https://i.siteapi.org/76Iv3_n0aDVfId83bXtbL1VcNp8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ad9a9x7snogk84c8sgkgwso008k0sk,210 гр,до 8 часов,"1,5 часа",,1600 mA/ч,4-12 V,MAST Mini Pro,Авиационный алюминий,,Coreless motor 12V - 12000 об/мин,,6 месяцев,,tatu-shop
687,Роторная тату машинка SOLONG PROTON X-90 gold,https://tatu-shop.ru/products/equaliser-roton-mx-gold,4990,https://i.siteapi.org/Nn_NOVHppHFJAP_V-hNHei1kHCE=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/h5wgx4m5z1ko0osgcg8408wsg4gcs0,133 гр,,,,,,SOLONG PROTON X-90,алюминий,,Япония 5W,,,,tatu-shop
688,Беспроводная тату машинка - DragonHawk Pen AION,https://tatu-shop.ru/products/dragonhawk--pen-aion,10620,https://i.siteapi.org/eseCI_WRrfPLNqONol4rjZv2fYA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/r8pzamuijq8kc40kwkw0cc4cskkg4g,180 г,6 часов,,"0 - 4,5 мм",,5-12V,DragonHawk Pen AION,Алюминий,,Япония 12V-9900 об/мин,,6 месяцев,,tatu-shop
689,Роторная тату машинка Pen Hummingbird Bronc V8 blue,https://tatu-shop.ru/products/pen-hummingbird-bronc-v8blue,9990,https://i.siteapi.org/q9P46-4yV3nJfzSGKLL7JUebHag=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/rztx3fnn8cg08gs4w00k8c0wkckccg,155 гр,,,,,5-8 V,Bronc V8,авиационный алюминий,,Swiss 6W (Швейцария) - 12000 об/мин,,6 месяцев,,tatu-shop
690,Беспроводная тату машинка EZ P3 Pro 6 Strokes 2 Power Gloss Golden,https://tatu-shop.ru/products/ez--p3-pro-2-power-gloss-golden,15990,https://i.siteapi.org/cHFHvfHkulOtK-ChhFA0b1DbvYk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/hzvceukcoogsw8cksgsskco80kgkso,247 г,до 5 часов,2 часа,,,4-12 V,,авиационный алюминий с защитным покрытием,,EZ Customized External Rotor Brushless Motor - 12V/10000 об/мин,,6 месяцев,,tatu-shop
691,Универсальная тату машинка Burlak ELF PRO 3.5mm Strokes,https://tatu-shop.ru/products/burlak-elf-pro-3-5,26950,https://i.siteapi.org/mxhsF_NnhR9KTOEwW6OkDRAKQbM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/f1ti3vt5734kc4wwggo8w004gk04kk,104 гр,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,,Burlak ELF PRO 3,,,(11 Вт) 10000 об,Burlak Rotary (Россия),,,tatu-shop
692,Роторная тату машинка EQUALISER PROTON BLACK MX,https://tatu-shop.ru/products/equaliser-proton-black--mx,35150,https://i.siteapi.org/nLFw9m4o9wjRwlWuMI3ubuVEjpM=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/fx5ahbdd42048go0osoc8c00w8sowc,130 гр,,,,,,,,,,,,,tatu-shop
693,Беспроводная тату машинка NB Needle Bee Wireless Tattoo Pen WR-36 Custom,https://tatu-shop.ru/products/nb-needle-bee-wr-36--custom,4840,https://i.siteapi.org/dBj0GBbCu0iaGTczVyG--nSTbno=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/tenoewxsvdww44wgkg8wk0ss0w8soc,180 г,до 5 часов,,0-4 мм,,3-12V,NB Needle Bee WR-36,Авиационный алюминий,,Японский двигатель Mabuchi Motor 12V/12000 об,,,,tatu-shop
694,Беспроводная роторная тату машинка - DiRK Pen Battery M800 red,https://tatu-shop.ru/products/dirk-pen-battery-m800-red,7990,https://i.siteapi.org/pMz2QWMq27J470BT9q30Q3q8ezA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/1bsn4qezsbpcwsoo00wogko08ck08k,210 г,до 7 часов,,"от 0 до 4,5 мм",,5-12 V,DiRK M800,Алюминий,,Япония 9V-12000 об/мин,Solong Tattoo,,,tatu-shop
695,Роторная тату машинка - Poseidon v2 mini pen pink,https://tatu-shop.ru/products/poseidon---v2-mini,5990,https://i.siteapi.org/-SlxJFrAMN1hZ_PDfo1xVrWScok=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/9yt833ksglk4ccwg004ks08w0wsos8,90 г,,,,,5 - 12V,Poseidon v2 mini pen,авиационный алюминий,,Швейцарский мотор 12W,Solong Tattoo,,,tatu-shop
696,"Беспроводная тату машинка Yilong F6 Stroke 3,5mm Red",https://tatu-shop.ru/products/f6-stroke-3-5mm-red,13940,https://i.siteapi.org/6aUd7oNhvAkQuvwEwwSFLtkb_94=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/i9d5ax3lkz4s048ggc848gk4wsg440,200 г,до 8 часов,2 часа,,,4-12 V,,Авиационный алюминий с защитным покрытием,,Бесщеточный двигатель 12V-10000 об/мин,,,,tatu-shop
697,Роторная тату машинка Mast P30 SMP pink,https://tatu-shop.ru/products/mast--ps30-pink,7630,https://i.siteapi.org/hKaaxVFOTZyjv8MHctLzKhf7eP0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/43mdbmrmyo000kkoow4w4co8s0wg0g,77 г,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,7-9В,,авиационный алюминий,3 Ватт,Япония,DragonHawk,6 месяцев,,tatu-shop
698,Роторная тату машинка EGO Switch Red,https://tatu-shop.ru/products/ego-switch--red,6930,https://i.siteapi.org/69Ltwu55019lKhEKE95VqG_aU5s=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/rjncqmgycv4go0w888oww0888sgw0s,130 гр,,,,,,,,,Япония 8V-9000 об/мин,,6 месяцев,,tatu-shop
699,Беспроводная машинка для перманентного макияжа EZ LOLA Air S PMU Black,https://tatu-shop.ru/products/lola-air-s-pmu-black,7555,https://i.siteapi.org/yKu6U6jVBQfk91Ei1C459n7Fi04=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fuquv3cyr8ggckgkwcwowgkos4occ0,105 гр,4-6 часов,2 часа,"0 - 3,5 мм",,3 - 10V,EZ LOLA Air S PMU,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
700,"Беспроводная тату машинка Skinner Innovation PRO 4,5 Stroke Lollipop - Limited Edition",https://tatu-shop.ru/products/skinner-4-5-lollipop,30000,https://i.siteapi.org/u5bc9yliJ98c3MrwumSrsv9nT-Y=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4e7y2gle5400cggk8040wgs80w8cwo,200 гр,до 10 часов,,,1800 мАч,5-13V,Skinner Innovation PRO,Алюминий,,Бесколлекторный на 5,Skinner Tattoo,,,tatu-shop
701,Роторная тату машинка - Defenderr Onyx Gunmetal,https://tatu-shop.ru/products/defender-onyx--gunmetal,13500,https://i.siteapi.org/ZBGJkCD-XkffXOtELQqb4mcU394=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4ofrs8aoy9es0woc8gscw0cw0cowwc,76 г,,,,,,,авиационный алюминий с защитным покрытием,,Faulhaber (Германия) - 10000 об,,1 год,,tatu-shop
702,Универсальная роторная тату машинка Skinductor Vertigo Long Stroke,https://tatu-shop.ru/products/long-stroke,15000,https://i.siteapi.org/RwjhwkLNah0T1q5FqQ-zdB6qUEw=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ej14n345klws8o4owoswgssc0cggkc,,,,,,,,,,,,,,tatu-shop
703,Беспроводная тату машинка EZ Popu Diva PMU 6 Stroke Shadow,https://tatu-shop.ru/products/ez-popu-diva-shadow-machine,18990,https://i.siteapi.org/3vxZgyniZSqzdiO1MOyLPFRV06I=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/t5qcz1jr3m88ow4gww8084scwc4g4k,487 гр,5 -7 ч,2 ч,"0 - 4,5 мм",1600 mA/ч,4 - 12V,EZ Popu Diva,авиационный алюминий с защитным покрытием,,,EZ Tattoo,6 месяцев,,tatu-shop
704,Роторная тату машинка - EZ Avant V2 Adjustable 6 Stroke green,https://tatu-shop.ru/products/ez-avant--v2-green,7860,https://i.siteapi.org/7kKH0XeLBGWDymye4VcQ2AdRyDA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4dyso3lnxw6c040skwggockw0oogkk,194 г,,,,,,,авиационный алюминий,,кастомный мотор EZ - 12В / 9000 об/мин,,6 месяцев,,tatu-shop
705,Беспроводная тату машинка NB Needle Bee Wireless Tattoo Pen WR-35B,https://tatu-shop.ru/products/nb-needle-bee-wr--35b,4840,https://i.siteapi.org/HNW-7t83ycyLXpSp4eluQFJsXqk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/26n07jcl0o1wowk0wcsccg4skk84w4,180 г,до 5 часов,,0-4 мм,,3-12V,NB Needle Bee WR-35B,Авиационный алюминий,,Японский двигатель Mabuchi Motor 12V/12000 об,,,,tatu-shop
706,Роторная тату машинка Dragon Small-x3 red,https://tatu-shop.ru/products/small-x3--red,1945,https://i.siteapi.org/FNzTFUIeOLwFNOsDXs8xyH2s8IQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/dkhdks4n2nkso0gocw8owo400owos0,110 г,,,,,,Dragon Small-x3,,,Тайвань,Yilong Tattoo Supply,,,tatu-shop
707,Роторная тату машинка Rocket Mini Pen blue,https://tatu-shop.ru/products/rocket--mini-pen-blue,3570,https://i.siteapi.org/cB-F2g2InFjs9eBDFIXFWFefBZ8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fj5itd9ayu0c48k0cgckc40kww0o80,115 г,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,,Rocket Mini Pen,,,8V-10000 об,Rocket Tattoo,,,tatu-shop
708,Беспроводная роторная тату машинка Big Wasp Arrow RTM-114 Wireless Pen Grey,https://tatu-shop.ru/products/arrow-rtm-114-grey,8590,https://i.siteapi.org/JOo8jC067N6mEh2ioqQSjo0xbUc=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/n4bdbagtdw080880ggoko4ooo0w80w,240 г,от 7 до 9 часов,,от 0 до 4 мм,,"5,5-7,5 V",Big Wasp Arrow RTM-114 Wireless Pen,Авиационный алюминий,,DC-motor Swiss Motor - Швейцарский двигатель,,6 месяцев,,tatu-shop
709,Беспроводная машинка для татуажа - Defenderr FENIX S PRO Gray,https://tatu-shop.ru/products/fenix-s-pro-defenderr-gray,28950,https://i.siteapi.org/vQSoK2kDihJ-yTJDGt0HkK17Ogc=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fzkohnxm73swk0o400k4kcskocks8g,"146,4 г",,"1,5 часа",,2000 мАч,,,авиационный алюминий с защитным покрытием,,2W - 12000 об,,1 год,,tatu-shop
710,"Беспроводная тату машинка Skinner Innovation PRO 2.0 Stroke 4,5mm Black Gloss",https://tatu-shop.ru/products/skinner-pro-v2-4-5-black-gloss,25000,https://i.siteapi.org/NGWQGe-9agEJzhPISJibsbYOetA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/8lgcxnourkg8w0kwoc08c8w8ooks8g,200 гр,до 10 часов,,,2000 мАч,5-13V,Skinner Innovation PRO 2,Авиационный алюминий,,Бесколлекторный двигатель 5,Skinner Tattoo,,,tatu-shop
711,Беспроводная машинка для тату и татуажа Cobra Magi P9 Multi-Mode Stroke 3.0mm X 2Power Black,https://tatu-shop.ru/products/magi-p9-2power-black,9990,https://i.siteapi.org/_DUtCCElomwfwA4NoNSUijK3nus=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/s978uoy6upcsosso0skcwkc8ss484k,82 гр,до 4 часов,1 час,,,2,Cobra Magi P9 Multi-Mode,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
712,Беспроводная тату машинка EZ P3 Adjustable 6 Stroke black,https://tatu-shop.ru/products/ez-p3-adjustable-black,11480,https://i.siteapi.org/k9euiq2W9c-UXBOMpvL98RQUW1w=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fm9rsrr755sk0k0kgowcgg4ogs00k0,228 г,3-5 часов,,,,5-12 V,,авиационный алюминий,,EZ Custom made Swiss / 10000 об/мин,,6 месяцев,,tatu-shop
713,Беспроводная тату машинка MAST Saber Wireless Red,https://tatu-shop.ru/products/pen-mast-saber--red,14450,https://i.siteapi.org/D8woi6i_sD4MQMSZr7TAo7D8nCQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/aoyrukzfs4gkkog004co08ssoo08cw,189 г,до 8 часов,,"0-4,5 мм (зависит от фирмы картриджей)",,5-10V,MAST Saber Wireless,Алюминий,,Япония 10V-8750 об/мин,,6 месяцев,,tatu-shop
714,Беспроводная тату машинка DragoArt D-T2 Wireless Tattoo Pen Silver,https://tatu-shop.ru/products/dragoart--d-t2-silver,7490,https://i.siteapi.org/g_Y8_a9ENrfrUjgV6Snc9GPGJY0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/5xt7iqhg95c8ggks4owsos8g4k0koc,,4 - 6 часов,,от 0 до 4,,4-12V,DragoArt D-T2 Wireless Tattoo Pen,авиационный алюминий,,Brushless Motor 12V-10000 об,DragoArt Tattoo,,,tatu-shop
715,Беспроводная тату машинка EZ Portex Generation P2S Pro x 2 Power Green,https://tatu-shop.ru/products/ez-portex-p2s-pro-2-power-green,10480,https://i.siteapi.org/BxeJtrTn8UlY4KUBD_slqkUaIKo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/7tdyf2oyihcso4kwcocw40848wc4gg,197 г,до 5 часов,2 часа,,,4-12 V,,авиационный алюминий с защитным покрытием,,EZ Customized Swiss - 12V/10800 об/мин,,6 месяцев,,tatu-shop
716,"Беспроводная тату машинка Cobra Morandi 4,2 Stroke Light Green",https://tatu-shop.ru/products/cobra-machine-morandi-light-green,9990,https://i.siteapi.org/hjjcNvR_mmb5BJeNJs7eiuc5LpQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/mwyfmrge1q8wgoockk0wswo0o8kwsw,320 гр,до 7 часов,,,1800 мАч,"4,7-13V",Cobra Morandi,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
717,Беспроводная роторная тату машинка Mast Racer Wireless Pen 4.0mm Strokes x 2 Power Blue,https://tatu-shop.ru/products/racer-wireless-2-power-blue,19750,https://i.siteapi.org/mlsxBfyz88vx-vWCUwnjLJCmLrg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/rrgkop37tc0w8w08osg8ow4w0ks048,149 г,до 6 часов,2 часа,,,5-12 В,,Авиационный алюминий,,Бесщеточный двигатель,DragonHawk,6 месяцев,,tatu-shop
718,Беспроводная тату машинка EZ INKIN CL2 MAX Wireless Tattoo Pen 3400mAh Red,https://tatu-shop.ru/products/cl2-max-red,7920,https://i.siteapi.org/PhhsGzTcrT9JaG2gwQyykiCmt8s=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/kym9ubdvnxwcow8skw04wkogc88sco,161 г,7 часов,,от 0 до 4 мм,,5-12V,INKIN CL2 MAX,авиационный алюминий,,Brushless motor - Бесщеточный двигатель,INKIN - EZ Tattoo,6 месяцев,10000 об,tatu-shop
719,Беспроводная тату машинка MAST FLIP 2 Wireless 7 Strokes 2.4-4.2mm,https://tatu-shop.ru/products/mast-flip-2-wireless,12450,https://i.siteapi.org/eiqt6uuaFbKT43U5eU5yWr5XS84=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/jrxxugb3bio84ow0s0o84wwco00ssc,"213г (с аккумулятором), 200г (с RCA)",до 6 часов,до 3 часов,,,,,авиационный алюминий,,Двигатель Mcore 12В / 9500 об/мин,,,,tatu-shop
720,Беспроводная тату машинка AVA GT EP9 WIRELESS PEN 3.5mm Green,https://tatu-shop.ru/products/ava-gt-ep9-3-5-green,12340,https://i.siteapi.org/SpPLglOzkSECpqXq68L7pry0RWg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/oi6f6gmwi9csgg4040kgkckcg0kkgk,,до 6 часов,3-4 часа,,,,AVA GT EP9,авиационный алюминий,5 Вт,AVA OEM Japanese Motor (бесщеточный двигатель постоянного тока),AVA TATTOO MACHINE,6 месяцев,,tatu-shop
721,Роторная машинка для татуажа Mast Tour Air PMU 2.3mm Stroke Pink,https://tatu-shop.ru/products/mast-tour-air-pmu--pink,5990,https://i.siteapi.org/C-pOoVOwOYrVQRsn2tgEsWDOpb4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/q95tdew3tc0w80o8sg0k08o40okckg,45 грамм,,,,,5-9V,Mast Tour Air PMU,Авиационный алюминий,,Mcore Coreless Motor 12V /10000 об/мин,MAST,6 месяцев,,tatu-shop
722,Роторная тату машинка DragoArt Cavalier Red,https://tatu-shop.ru/products/cavalier-red,2760,https://i.siteapi.org/jJSMnR557g69S7qMJyRGPR6bl7M=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/pnh0npovzesk0wc4wocosogcw0so4k,140 гр,,,,,5 - 12 V 10000 об/мин,DragoArt Cavalier,авиационный алюминий,,Тайвань (Premium Motor),DragoArt Tattoo,,,tatu-shop
723,Беспроводная тату машинка - Pen MAST Archer Wireless Battery black,https://tatu-shop.ru/products/pen-mast-archer-black,13750,https://i.siteapi.org/xiWXDwFXqi8HA5-zBP2aj9do6PI=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/sutba87biu8g0ck0k8k40gwoss080g,189 г,до 8 часов,,"0-4,5 мм",,5-12V,MAST Archer,Алюминий,,Япония 10V-8750 об/мин,,6 месяцев,,tatu-shop
724,"Беспроводная тату машинка Yilong F6 Stroke 4,0mm Grey",https://tatu-shop.ru/products/f6-stroke-4mm-grey,13940,https://i.siteapi.org/YasYL1iT--z2TMoe19Ebn3KHA_Y=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fw7brb8u2i8sggo44w4kkoww0ccwks,200 г,до 8 часов,2 часа,,,4-12 V,,Авиационный алюминий с защитным покрытием,,Бесщеточный двигатель 12V-10000 об/мин,,,,tatu-shop
725,Беспроводная тату машинка Dragonhawk Fold Pro 7 Strokes Length X 2 Power Blue,https://tatu-shop.ru/products/fold-pro-dragonhawk-blue,22540,https://i.siteapi.org/ntsku_QCe9pJcFNYugBJfOgv1T4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ag5h0vqo2owg4o4wcc8g4wowgggggc,199 гр,до 5 часов,"1,5 часа",,1500 mA/ч,4-12 V,Dragonhawk Fold Pro 7 Strokes,Авиационный алюминий,,Coreless Motor 8V-6500 об/мин,,6 месяцев,,tatu-shop
726,Беспроводная тату машинка EZ Portex Generation P2S Silver,https://tatu-shop.ru/products/ez-portex--p2s-silver,6240,https://i.siteapi.org/GWjNSeYyYUkr0HeM-NsAD1X0__c=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/24m0bbgwfyqs8oskwc040s0okwsc0o,197 гр,до 6 часов,,,1800 mA/ч,5-12V,EZ Portex Generation P2S,Авиационный алюминий,,EZ Custom Swiss Motors (Швейцария),EZ Tattoo,6 месяцев,10800 об,tatu-shop
